Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,ClassValues
-0.040526,-0.009483,0.016939,-0.00121,-0.027609,0.001605,0.023839,-0.011028,-0.040002,Long-term
-0.025839,-0.027503,0.052862,-0.023258,0.037856,0.006812,0.043181,0.000444,0.014631,Long-term
-0.017929,-0.115782,0.00269,0.00268,0.049019,-0.016944,0.008062,0.026684,-0.016802,Long-term
-0.01255,-0.029735,-0.016781,-0.003691,-0.00034,0.01418,0.023921,0.021277,-0.014893,Long-term
-0.021807,-0.01961,-0.028054,0.030526,0.0041,-0.004498,0.030978,0.012013,-0.004256,Long-term
-0.003906,0.020445,-0.030599,-0.016355,0.007883,0.089047,0.035547,0.044867,-0.030066,Long-term
-0.015434,0.020051,0.002187,-0.005722,0.010207,0.016026,0.024764,0.017012,-0.033553,Long-term
-0.051685,0.009218,0.013684,-0.018286,-0.02695,-0.003799,0.017781,-0.000023,-0.034886,Long-term
-0.04458,0.003718,0.040831,-0.038132,-0.019706,-0.018979,0.007932,-0.004006,-0.049038,Long-term
0.014304,-0.007961,-0.038937,-0.001885,0.074172,0.003886,0.000992,-0.009268,-0.013233,Long-term
-0.005359,-0.046589,0.011606,-0.0026,-0.03185,0.019214,0.027956,-0.010145,-0.038398,Long-term
-0.028959,0.007413,-0.055196,-0.000509,0.024837,-0.007123,0.002982,-0.021583,0.00184,Long-term
0.031287,-0.042612,-0.018287,-0.01641,-0.040855,0.015594,0.028779,0.007527,-0.01037,Long-term
-0.002169,-0.013628,-0.010128,-0.000063,0.000331,0.05847,0.034052,0.018885,-0.036281,Long-term
0.00086,-0.048035,-0.012997,0.01562,-0.002118,0.019391,0.031016,0.008218,-0.02058,Long-term
-0.011614,-0.03923,-0.047119,0.017769,0.001357,-0.001812,0.010936,-0.047009,-0.00542,Long-term
0.009181,-0.000907,-0.018015,-0.000484,-0.007978,-0.030873,0.005553,-0.061841,-0.018495,Long-term
-0.024015,-0.031212,0.016611,0.049055,0.023227,0.02475,0.037027,-0.011831,-0.052169,Long-term
-0.016459,-0.001154,0.02321,-0.026961,0.015661,-0.043636,0.00582,0.013367,-0.026888,Long-term
-0.03121,0.007012,-0.055725,-0.002744,0.025956,-0.006931,0.001946,-0.019529,0.002412,Long-term
-0.047371,-0.031395,0.015961,-0.002006,-0.01932,0.008545,0.021606,-0.005604,-0.04054,Long-term
-0.015613,-0.015491,-0.025082,0.004885,0.015098,-0.031169,0.018113,0.025768,0.005208,Long-term
-0.042441,-0.010953,-0.030801,-0.006894,-0.015166,-0.015014,0.018684,0.02371,0.004974,Long-term
-0.019123,0.010292,-0.018037,-0.049197,-0.015157,0.007619,-0.004463,-0.036476,-0.027203,Long-term
-0.031163,0.017366,-0.056029,-0.005697,0.023489,-0.010113,0.001508,-0.019161,0.00354,Long-term
-0.018824,-0.038182,-0.003981,0.023525,0.042914,-0.007049,0.022023,0.018924,-0.021344,Long-term
-0.034191,-0.011315,0.048751,-0.005758,0.023043,0.027312,0.054133,-0.01052,0.007995,Long-term
-0.037943,-0.031705,0.015757,0.02129,0.003072,0.016839,0.02828,-0.006664,-0.045782,Long-term
-0.028167,-0.049225,-0.002538,0.021165,-0.018231,0.004871,0.029233,-0.007455,-0.025456,Long-term
-0.037846,0.010558,-0.030351,-0.008332,-0.022337,-0.021762,0.01988,0.020339,0.006085,Long-term
-0.036012,0.007923,0.000402,-0.017348,0.030552,0.004329,0.048101,0.024955,0.055225,Long-term
-0.015481,-0.016491,-0.024146,0.022869,-0.026122,-0.014137,0.031559,-0.001303,-0.003019,Long-term
0.002345,-0.022634,-0.020544,0.025711,0.008617,-0.029524,0.026843,0.00897,-0.000497,Long-term
-0.040637,0.007322,-0.055521,-0.02604,0.003564,-0.015225,-0.004728,-0.01847,0.007654,Long-term
-0.035553,-0.000242,0.015372,0.014665,-0.005447,0.007101,0.028002,-0.007612,-0.042972,Long-term
-0.045095,-0.004681,-0.011385,-0.009745,0.02381,0.014214,0.000284,-0.04026,-0.039686,Long-term
-0.002518,-0.016917,-0.045612,0.020799,-0.008051,-0.008944,0.014205,-0.054487,-0.005454,Long-term
-0.039765,-0.012467,-0.032592,0.0097,0.010582,-0.006143,0.022249,0.028811,0.001448,Long-term
0.004212,0.031906,-0.008373,-0.037516,0.001462,0.01907,0.019435,0.034112,-0.022308,Long-term
-0.025636,-0.034243,-0.020727,-0.029727,0.024932,0.029986,-0.003292,-0.024633,-0.03295,Long-term
-0.013741,-0.002821,-0.022536,-0.010194,-0.015353,-0.043606,0.016183,0.016927,0.008717,Long-term
-0.040619,-0.030191,0.017548,0.004696,-0.022675,0.007969,0.024716,-0.011765,-0.042257,Long-term
-0.035719,0.000336,-0.028296,-0.006007,0.033169,0.053377,0.008276,-0.025651,-0.039714,Long-term
-0.018225,-0.009372,-0.04962,0.002207,-0.002688,-0.010782,0.006512,-0.039743,-0.000322,Long-term
-0.00296,-0.088671,-0.033858,0.007996,-0.011776,0.014939,0.026626,0.019012,0.000924,Long-term
0.006322,-0.024942,-0.033568,-0.000786,-0.031052,-0.004921,0.028143,0.013008,0.0054,Long-term
0.011264,-0.007613,0.031618,0.050266,0.018335,-0.001815,0.009729,-0.014573,-0.036375,Long-term
0.043174,-0.064605,-0.008501,-0.03108,-0.01708,0.046325,0.025725,0.021523,-0.025659,Long-term
-0.039625,0.018595,-0.033506,0.000841,0.003181,-0.015689,0.020934,0.029916,0.004831,Long-term
-0.032477,0.007806,-0.020859,-0.042713,0.026231,0.001227,0.024074,-0.02717,0.058032,Long-term
-0.004151,0.006837,0.03337,-0.012618,0.025491,-0.012964,0.049653,-0.001619,0.03478,Long-term
0.007326,-0.013854,-0.010003,-0.000896,-0.03974,0.000206,0.030283,-0.003993,-0.015961,Long-term
-0.014566,-0.009691,-0.016017,-0.018934,0.022216,0.006054,0.033241,-0.044336,0.0512,Long-term
-0.026571,-0.008529,0.029318,-0.014023,-0.002076,0.009171,0.053173,-0.008521,0.031148,Long-term
-0.037723,0.036207,-0.014886,0.026497,0.045758,0.004382,0.027692,0.027594,-0.02131,Long-term
-0.014259,-0.026749,0.009847,-0.042529,0.035283,-0.005368,0.020721,-0.042527,0.037638,Long-term
-0.012018,0.004792,0.00911,-0.069042,-0.007914,-0.007561,-0.014312,-0.040459,-0.041355,Long-term
-0.020407,-0.020514,0.00657,-0.019842,0.021817,0.018122,0.033148,-0.055913,0.029301,Long-term
-0.040662,-0.024126,0.001808,-0.039949,0.031885,0.01985,0.02382,-0.03743,0.034451,Long-term
-0.020407,-0.020514,0.00657,-0.019842,0.021817,0.018122,0.033148,-0.055913,0.029301,Long-term
-0.005023,-0.005251,0.01074,0.005476,-0.00704,-0.001059,0.060959,-0.011689,0.047914,Long-term
-0.025258,0.00103,-0.005852,0.022994,-0.004818,-0.002168,0.030607,-0.000512,-0.023345,Long-term
-0.040212,0.005407,-0.057841,-0.01168,0.03043,-0.006163,-0.0022,-0.011314,0.004701,Long-term
-0.020075,-0.038001,-0.024596,0.024306,-0.018951,-0.007389,0.030363,0.002068,-0.004129,Long-term
-0.011962,-0.047871,0.010371,0.010586,0.006183,0.012245,0.059603,-0.007001,0.045121,Long-term
-0.030669,0.009847,-0.031084,0.01273,0.001173,-0.013275,0.025518,0.021333,0.001415,Long-term
-0.040097,0.010156,-0.030881,-0.010566,-0.021218,-0.02157,0.018844,0.022393,0.006657,Long-term
-0.009223,-0.007767,-0.047504,0.011144,-0.007162,-0.01155,0.010658,-0.047958,-0.00261,Long-term
-0.015434,-0.006137,-0.024451,0.019915,-0.028589,-0.017319,0.031121,-0.000934,-0.001891,Long-term
-0.040097,0.010156,-0.030881,-0.010566,-0.021218,-0.02157,0.018844,0.022393,0.006657,Long-term
-0.034877,-0.024394,-0.021442,-0.011002,-0.032841,0.029951,0.026565,0.015111,-0.016271,Long-term
-0.04498,0.000068,0.015576,-0.008631,-0.027839,-0.001193,0.021328,-0.006553,-0.03773,Long-term
-0.013277,-0.026443,-0.023313,0.028056,-0.024774,-0.011147,0.033034,-0.003725,-0.004718,Long-term
-0.061645,0.006878,-0.012302,-0.030065,-0.016254,-0.01134,0.011058,0.025561,-0.01011,Long-term
-0.002884,0.006043,-0.001496,0.027352,0.025216,-0.021121,0.027525,0.006022,-0.02084,Long-term
-0.012937,-0.017005,-0.026873,0.021479,0.040846,-0.022299,0.021678,0.030869,0.001682,Long-term
-0.03346,0.006611,-0.056254,-0.004978,0.027074,-0.006739,0.000909,-0.017476,0.002984,Long-term
-0.008729,-0.015287,-0.022559,0.029571,-0.029478,-0.014713,0.034668,-0.007464,-0.004735,Long-term
-0.017778,-0.027246,-0.024371,0.023587,-0.022536,-0.010763,0.030961,0.000383,-0.003574,Long-term
-0.021854,-0.029964,-0.02775,0.033479,0.006567,-0.001316,0.031416,0.011645,-0.005384,Long-term
-0.004182,-0.00413,-0.021805,0.031086,-0.034182,-0.018279,0.036303,-0.011203,-0.004752,Long-term
-0.043827,-0.031327,-0.006851,-0.00038,-0.015335,-0.000149,0.021102,0.007658,-0.019196,Long-term
0.010678,-0.014776,0.046383,-0.046694,0.03223,-0.019481,-0.008743,-0.052739,0.032677,Long-term
-0.004608,0.024197,-0.025605,-0.025186,-0.011172,0.063376,0.065246,0.02754,0.057644,Long-term
-0.030115,-0.008597,0.05213,-0.015649,-0.006061,0.017865,0.053678,-0.021783,0.009804,Long-term
-0.006317,-0.004917,0.034081,0.006084,-0.012143,0.007443,0.062501,-0.027004,0.025998,Long-term
-0.038735,-0.000917,0.002498,-0.030989,0.007271,-0.00136,0.044975,0.019485,0.057624,Long-term
-0.001415,-0.000465,0.060394,-0.018949,-0.006248,-0.010727,0.051177,-0.028565,0.013546,Long-term
-0.030979,0.011376,0.027651,-0.024397,-0.004773,0.003191,0.050224,-0.003677,0.034547,Long-term
-0.015506,-0.016062,0.032883,-0.044874,0.027713,-0.000049,0.021824,-0.057474,0.016849,Long-term
-0.015923,-0.013962,0.033654,-0.032243,0.009152,-0.014703,0.042819,0.000758,0.03834,Long-term
-0.024414,-0.028836,0.030456,-0.005883,0.001739,0.015343,0.055086,-0.011311,0.028321,Long-term
0.006391,-0.035683,0.023151,-0.0206,-0.007665,0.023791,0.055815,-0.005216,0.034451,Long-term
-0.013208,-0.037183,0.033407,0.008241,-0.001387,0.017565,0.060706,-0.021948,0.024333,Long-term
-0.035157,-0.012234,0.026431,-0.035591,0.020959,0.024593,0.028033,-0.058538,0.011946,Long-term
-0.029409,-0.022119,0.004453,-0.028778,0.026292,0.01889,0.029002,-0.047698,0.03159,Long-term
0.001188,-0.006881,-0.012313,-0.003295,0.014386,0.00471,0.040496,-0.058712,0.047195,Long-term
-0.032412,-0.019353,0.051905,-0.01493,-0.002475,0.021239,0.053079,-0.020097,0.009249,Long-term
-0.042274,-0.059073,-0.004023,-0.02163,0.005301,-0.01689,0.007478,0.024414,-0.011971,Long-term
-0.018463,-0.04546,-0.06511,-0.005539,-0.005852,0.032814,0.009583,-0.025548,0.000383,Long-term
0.003034,-0.036741,-0.0016,-0.045565,-0.035002,0.023218,0.017445,0.017224,-0.024292,Long-term
-0.051919,-0.042551,0.015207,-0.003521,-0.014615,0.012111,0.019972,-0.001865,-0.040523,Long-term
-0.024483,-0.018096,-0.026263,0.013932,-0.021648,-0.013369,0.027413,0.006912,-0.00073,Long-term
-0.031328,-0.040008,-0.027241,0.013136,-0.013358,-0.006428,0.025181,0.012336,-0.001269,Long-term
-0.005611,0.012885,-0.016412,-0.0088,-0.013563,0.000876,0.025278,0.016589,-0.0121,Long-term
-0.004228,-0.014484,-0.021501,0.034039,-0.031715,-0.015097,0.036741,-0.011571,-0.00588,Long-term
-0.037824,-0.010536,0.026673,-0.025194,0.003517,0.010132,0.047991,0.001747,0.034008,Long-term
-0.023168,-0.039523,0.00742,-0.003538,0.009309,0.010024,0.053982,0.003636,0.049109,Long-term
-0.034918,-0.050429,-0.004125,0.014463,-0.014876,0.005447,0.026124,-0.001294,-0.02374,Long-term
-0.031566,-0.001813,0.003315,-0.036918,0.022476,0.012718,0.02709,-0.044908,0.034417,Long-term
-0.008729,-0.015287,-0.022559,0.029571,-0.029478,-0.014713,0.034668,-0.007464,-0.004735,Long-term
-0.018573,-0.018013,0.00787,-0.004976,0.002138,0.003276,0.055179,0.000265,0.05022,Long-term
-0.02453,-0.02845,-0.025958,0.016885,-0.019181,-0.010187,0.027852,0.006544,-0.001858,Long-term
-0.006479,-0.014885,-0.02203,0.031805,-0.030596,-0.014905,0.035705,-0.009517,-0.005307,Long-term
-0.028938,-0.008545,-0.027626,0.006511,-0.021877,-0.016166,0.024902,0.011388,0.001541,Long-term
-0.014026,-0.006856,0.008623,-0.00346,-0.002566,-0.00029,0.056814,-0.003474,0.050203,Long-term
-0.004722,-0.006964,-0.046445,0.015612,-0.009399,-0.011934,0.012731,-0.052065,-0.003755,Long-term
-0.025568,-0.039847,0.006539,-0.02566,-0.024249,0.017761,0.01819,0.008706,-0.032122,Long-term
-0.02327,-0.029092,0.006763,-0.026379,-0.027835,0.014387,0.018789,0.007021,-0.031566,Long-term
0.007429,-0.040503,-0.029053,-0.015219,0.022715,0.032651,0.021997,0.044796,-0.008856,Long-term
-0.022029,-0.024097,-0.033285,-0.046545,-0.035764,0.036753,0.018565,0.038005,-0.004436,Long-term
0.058329,-0.045617,0.00268,-0.031993,-0.053125,0.038521,0.002545,0.010193,-0.012943,Long-term
-0.001107,-0.014297,-0.011907,-0.022465,-0.001658,-0.058704,-0.020165,0.033616,0.026849,Long-term
-0.019907,-0.0143,-0.023,0.015538,0.04532,-0.015937,-0.0089,0.046863,0.016039,Long-term
-0.016021,-0.019325,-0.048787,0.007395,-0.00134,-0.007792,0.007987,-0.042165,-0.002021,Long-term
-0.027725,-0.01954,0.0054,-0.0338,-0.028065,0.011589,0.016278,0.011497,-0.029295,Short-term
0.004497,-0.001071,-0.00978,-0.014297,0.035729,0.037679,0.023278,0.040162,-0.028643,Short-term
0.005068,-0.013794,-0.02264,0.039352,0.031897,-0.023835,0.029969,0.01444,-0.002895,Short-term
0.006701,-0.011024,-0.008946,-0.00911,0.037077,0.040669,0.024752,0.03774,-0.030343,Short-term
-0.040637,0.007322,-0.055521,-0.02604,0.003564,-0.015225,-0.004728,-0.01847,0.007654,Short-term
-0.018179,0.000982,-0.049925,-0.000746,-0.005155,-0.013964,0.006074,-0.039375,0.000806,Short-term
-0.00479,0.030301,-0.01049,-0.046453,0.005936,0.019838,0.015289,0.042327,-0.020019,Short-term
0.024544,-0.011755,-0.021723,-0.049955,-0.00368,-0.010408,0.01091,0.041863,0.002956,Short-term
0.001456,0.002904,-0.017447,-0.026898,-0.008829,-0.071046,0.007464,0.022467,0.015892,Short-term
-0.027113,0.01996,0.001862,-0.031253,-0.011066,0.007924,0.017053,0.020125,-0.027739,Short-term
0.006671,-0.015965,-0.025021,-0.049845,-0.035951,0.008161,0.016064,0.031222,-0.000694,Short-term
-0.0543,-0.14756,-0.029487,0.020324,0.022497,0.027312,0.019198,0.029189,-0.006821,Short-term
-0.010294,-0.013138,0.000461,-0.032779,0.039554,-0.034686,-0.014205,-0.034025,-0.028735,Short-term
-0.04498,0.000068,0.015576,-0.008631,-0.027839,-0.001193,0.021328,-0.006553,-0.03773,Short-term
-0.031273,0.002407,-0.029395,-0.01666,0.017995,-0.036189,0.009982,0.04088,0.011468,Short-term
-0.032737,0.029306,0.012667,0.0224,0.0129,0.006426,0.030253,-0.001406,-0.043116,Short-term
0.002107,-0.026845,-0.036332,-0.035869,0.030967,-0.006915,-0.00837,-0.014046,-0.00672,Short-term
-0.01415,0.019534,-0.019604,-0.033322,0.007005,0.013116,-0.0003,-0.033059,-0.030174,Short-term
0.009236,0.035819,0.006768,-0.002083,0.036656,-0.006301,0.02228,0.02186,-0.030493,Short-term
-0.006432,-0.004531,-0.022334,0.028852,-0.033063,-0.018087,0.035267,-0.009149,-0.00418,Short-term
-0.025683,0.002945,-0.003531,0.008634,-0.031685,-0.011231,0.028078,-0.007667,-0.020391,Short-term
-0.026594,0.012565,-0.027706,0.002839,-0.02793,-0.022722,0.025063,0.010071,0.003224,Short-term
0.007912,-0.018327,0.06298,-0.036626,-0.006858,-0.057266,-0.024858,-0.005105,-0.032278,Short-term
-0.045864,-0.069494,0.019093,-0.020303,0.003784,-0.005015,0.008421,0.010784,-0.034442,Short-term
-0.017965,-0.036785,-0.023452,-0.018435,0.012845,-0.019022,-0.00557,-0.038302,-0.015012,Short-term
-0.025022,-0.020817,0.047892,-0.041509,-0.008019,-0.037257,0.0026,-0.003679,-0.046389,Short-term
0.000069,-0.017471,0.006503,-0.020384,-0.008998,-0.056181,0.009882,0.006415,-0.008279,Short-term
-0.001484,-0.037267,-0.013216,-0.034542,0.029449,0.00496,-0.007427,-0.027676,-0.029191,Short-term
-0.03309,-0.00037,-0.020137,-0.047017,-0.02454,-0.0027,0.010751,0.03371,-0.003408,Short-term
-0.021479,-0.020749,0.025081,-0.039883,-0.004034,-0.045951,0.002095,0.009582,-0.025045,Short-term
-0.024909,0.010007,0.002695,-0.026065,-0.009718,0.010914,0.018528,0.017703,-0.029438,Short-term
0.057579,0.008063,0.023333,0.012177,0.009403,-0.032957,0.028332,-0.012034,-0.033455,Short-term
-0.008861,-0.014287,-0.023494,0.011587,0.011743,-0.031746,0.021223,0.019607,0.003491,Short-term
-0.029456,-0.106756,-0.041288,0.016483,-0.01024,0.046521,0.030602,0.023372,-0.004518,Short-term
-0.038033,-0.030858,-0.029133,0.00348,-0.012469,-0.009034,0.021633,0.018866,0.001575,Short-term
-0.036914,-0.062561,0.004502,-0.030925,-0.013723,0.025085,0.013885,0.018238,-0.031516,Short-term
-0.031792,-0.016385,-0.026465,-0.025114,-0.003938,-0.038888,0.00833,0.032988,0.012166,Short-term
0.021591,0.011759,-0.029721,-0.00222,0.030535,0.024651,0.028553,0.04147,-0.009605,Short-term
-0.003062,-0.003312,-0.002126,0.012321,0.068903,-0.034972,0.014517,0.032724,-0.013741,Short-term
-0.029245,0.034702,-0.026852,0.004468,0.003852,0.028601,0.031065,0.027524,-0.016558,Short-term
-0.028984,-0.018899,-0.027321,0.009464,-0.01941,-0.012984,0.025341,0.011019,0.000414,Short-term
-0.013932,0.013852,0.008014,-0.009366,-0.0075,-0.006654,0.055937,-0.002737,0.052458,Short-term
-0.007768,0.001867,-0.014734,-0.015185,0.016394,0.002296,0.035913,-0.050129,0.050611,Short-term
-0.009108,0.023171,0.006095,-0.013379,-0.020015,0.006387,0.025345,0.003696,-0.032316,Short-term
-0.009202,0.002463,0.006704,-0.007473,-0.015081,0.012751,0.026221,0.002959,-0.034571,Short-term
-0.013441,-0.017132,0.009747,0.028973,0.054752,0.026803,0.03484,0.0203,0.055808,Short-term
-0.025325,-0.019217,0.006282,-0.011678,0.005494,0.003852,0.05207,0.006426,0.051936,Short-term
-0.008453,0.025282,0.021113,0.035569,-0.023804,-0.001567,0.039563,-0.03152,-0.047583,Short-term
-0.001927,0.006778,0.022374,0.030194,0.018994,-0.012812,0.030103,-0.011347,-0.043328,Short-term
-0.009754,-0.010304,0.025102,-0.017305,0.014772,-0.04103,0.009367,0.006837,-0.029732,Short-term
-0.046376,0.017391,-0.035093,-0.005862,0.006537,-0.015113,0.017825,0.036077,0.006547,Short-term
0.020791,0.010262,-0.008372,-0.011381,-0.010165,-0.024342,0.022179,0.011492,-0.008912,Short-term
-0.021479,-0.020749,0.025081,-0.039883,-0.004034,-0.045951,0.002095,0.009582,-0.025045,Short-term
-0.045419,0.018126,-0.011223,-0.003019,0.000315,-0.006804,0.020403,0.018708,-0.015941,Short-term
-0.032668,-0.050028,-0.003596,0.016697,-0.015994,0.005255,0.02716,-0.003347,-0.024312,Short-term
-0.022135,0.01352,0.017307,0.007134,0.026595,-0.014266,0.020337,0.007504,-0.037051,Short-term
-0.037893,0.000204,-0.030047,-0.005379,-0.01987,-0.01858,0.020319,0.019971,0.004957,Short-term
0.006224,0.038289,-0.043026,0.02474,0.010737,0.031872,0.024076,-0.046197,-0.024714,Short-term
-0.043517,0.035738,0.007396,0.022636,0.042892,0.013267,0.027161,0.016386,-0.042081,Short-term
-0.00324,-0.045188,0.011199,-0.018349,0.008252,0.001989,0.015547,0.014871,-0.030744,Short-term
0.032474,-0.015634,-0.070437,-0.044975,0.049716,-0.004078,-0.008566,0.01731,0.021199,Short-term
0.01039,0.004424,-0.015659,0.006168,0.04916,-0.005257,0.022053,0.03607,-0.011959,Short-term
-0.004718,0.03509,-0.03837,-0.005545,0.022203,0.043505,0.030776,0.047304,-0.010538,Short-term
0.003778,0.034282,-0.01816,-0.009394,0.045115,-0.014226,0.01763,0.043337,-0.00686,Short-term
-0.022419,-0.027233,-0.024814,-0.025856,0.012616,-0.02182,-0.008081,-0.033826,-0.01274,Short-term
-0.016911,0.000524,-0.018753,-0.017018,-0.005504,0.005018,0.020534,0.026489,-0.010366,Short-term
-0.046942,-0.011755,-0.031859,-0.011362,-0.012929,-0.01463,0.016611,0.027817,0.006119,Short-term
-0.040059,0.014637,-0.002698,-0.012314,-0.018709,0.035171,0.026809,0.012532,-0.035486,Short-term
0.006374,-0.004082,0.009777,-0.006865,0.020776,-0.002444,0.020468,0.015285,-0.031476,Short-term
0.011487,0.010033,-0.019341,0.025789,-0.003259,-0.039838,0.029674,0.00186,0.000597,Short-term
0.013071,0.026528,-0.011664,0.0356,0.029872,0.020069,0.010719,0.024671,-0.008816,Short-term
-0.060828,-0.023449,0.012481,-0.018364,-0.015075,0.006515,0.01495,0.007086,-0.03598,Short-term
-0.039117,-0.052609,0.003668,-0.036112,-0.015071,0.022095,0.01241,0.02066,-0.029816,Short-term
0.003668,-0.018671,-0.014152,-0.003636,0.007924,0.024307,0.009744,-0.050962,-0.039261,Short-term
-0.003049,-0.019454,0.026994,-0.00765,0.013883,-0.038424,0.012915,0.000308,-0.032576,Short-term
-0.006432,-0.004531,-0.022334,0.028852,-0.033063,-0.018087,0.035267,-0.009149,-0.00418,Short-term
-0.029779,-0.009666,0.004919,-0.019099,0.005264,0.001054,0.049559,0.010902,0.054208,Short-term
-0.020029,-0.027647,-0.0249,0.021353,-0.021418,-0.010571,0.029924,0.002436,-0.003002,Short-term
-0.029779,-0.009666,0.004919,-0.019099,0.005264,0.001054,0.049559,0.010902,0.054208,Short-term
-0.004228,-0.014484,-0.021501,0.034039,-0.031715,-0.015097,0.036741,-0.011571,-0.00588,Short-term
0.003676,-0.012798,-0.042639,-0.004841,0.002947,-0.035616,0.001341,-0.040733,0.00401,Short-term
-0.047669,0.017725,-0.011752,-0.005254,0.001434,-0.006612,0.019366,0.020762,-0.015369,Short-term
-0.031188,-0.008946,-0.028155,0.004277,-0.020759,-0.015974,0.023866,0.013441,0.002114,Short-term
-0.043053,0.018141,0.045721,-0.023553,0.020116,0.018534,0.048673,-0.0012,0.013665,Short-term
-0.035124,0.019398,-0.032447,0.005309,0.000944,-0.016073,0.023007,0.025809,0.003686,Short-term
-0.005279,0.022138,-0.018422,-0.042369,0.043751,-0.004685,-0.009601,-0.014204,-0.024236,Short-term
-0.051213,0.017657,0.011059,-0.00688,-0.002551,0.002082,0.019871,0.0075,-0.036712,Short-term
-0.030763,-0.010861,-0.030475,0.018636,0.006107,-0.006912,0.026394,0.020597,-0.00084,Short-term
-0.02753,0.016587,-0.033951,0.01374,0.043015,0.007067,0.00765,-0.031429,-0.022474,Short-term
0.036834,0.027837,-0.024936,-0.021877,0.034592,-0.005971,0.019396,0.047378,-0.001303,Short-term
-0.015991,-0.014047,0.033325,-0.008113,0.071615,0.051855,0.053263,0.022576,0.012777,Short-term
-0.017369,0.008465,-0.000965,-0.032756,0.019416,-0.055127,0.002804,0.031104,-0.003273,Short-term
0.004213,-0.041824,-0.051902,-0.047287,0.02175,0.030124,-0.00514,-0.001168,-0.004332,Short-term
-0.003531,0.003471,-0.004406,-0.064079,-0.041514,0.011067,0.012584,0.024858,-0.018066,Short-term
-0.034915,-0.002687,-0.022986,-0.034891,0.003445,0.006554,0.012243,0.042919,-0.005789,Short-term
-0.005449,-0.019554,-0.006647,-0.046048,-0.008595,0.026685,0.014952,0.03333,-0.022702,Short-term
-0.025772,-0.001343,-0.018967,-0.033058,0.025342,0.003833,0.027621,-0.0337,0.055188,Short-term
-0.022207,0.008617,-0.053608,0.006193,0.021482,-0.007699,0.006091,-0.027744,0.000124,Short-term
0.007502,-0.029913,0.014926,-0.042475,0.014546,-0.028248,0.004317,0.024887,-0.021297,Short-term
-0.025768,0.014299,-0.004771,-0.012302,0.007069,-0.031446,0.014194,0.019772,-0.011037,Short-term
-0.010898,-0.052455,0.00245,-0.008336,0.030861,-0.036612,0.008542,0.022733,-0.011754,Short-term
-0.00516,0.011206,0.025551,-0.018743,0.007601,-0.047778,0.010564,0.003467,-0.028622,Short-term
-0.026125,-0.000552,0.015168,0.037962,0.016945,0.015396,0.034676,-0.008672,-0.048214,Short-term
-0.032659,-0.017967,-0.005445,-0.010146,0.017825,-0.021324,0.0124,0.024828,-0.012703,Short-term
-0.014493,-0.047195,0.008554,-0.02952,0.013845,0.00295,0.010365,0.02514,-0.027883,Short-term
-0.040563,-0.093383,-0.027835,0.018964,0.003451,0.01025,0.023226,0.018709,-0.004617,Short-term
-0.011584,-0.023127,-0.021398,-0.002053,-0.011538,-0.037434,0.018096,0.014137,0.00589,Short-term
-0.058484,-0.00234,0.012401,-0.022036,-0.021127,-0.000041,0.01511,0.005769,-0.034297,Short-term
-0.009843,-0.009457,-0.019788,-0.035116,-0.000769,-0.066904,0.00272,0.032367,0.017625,Short-term
-0.044645,-0.001,-0.031634,-0.012081,-0.016514,-0.018004,0.017209,0.026132,0.006674,Short-term
-0.021229,-0.006606,-0.002168,0.016055,-0.031455,-0.008433,0.030589,-0.012142,-0.022663,Short-term
-0.0227,-0.015627,0.020541,0.001633,0.007129,-0.013782,0.019123,-0.000756,-0.03748,Short-term
0.008233,0.024731,-0.016797,-0.001972,0.045345,-0.011428,0.020141,0.038861,-0.009132,Short-term
-0.028984,-0.018899,-0.027321,0.009464,-0.01941,-0.012984,0.025341,0.011019,0.000414,Short-term
-0.03808,-0.041212,-0.028829,0.006433,-0.010002,-0.005852,0.022071,0.018497,0.000448,Short-term
-0.028755,0.011316,0.016655,0.018415,-0.01127,0.003343,0.030673,-0.013405,-0.043561,Short-term
0.0214,0.002019,0.00695,0.04052,-0.011488,-0.029115,0.036836,-0.024092,-0.025307,Short-term
-0.026122,0.021003,-0.030331,0.014246,-0.003531,-0.016842,0.027153,0.017594,0.001398,Short-term
-0.042211,0.019262,0.013176,0.002057,-0.007025,0.001314,0.024017,-0.000714,-0.039001,Short-term
0.002154,-0.048368,-0.036338,0.015012,0.002985,0.01089,0.029475,0.023533,0.001335,Short-term
-0.002918,-0.030759,-0.051473,-0.071302,-0.004227,0.018456,-0.011215,-0.001794,0.001465,Short-term
-0.037114,-0.008416,-0.006808,-0.017567,0.017596,-0.024121,0.009889,0.029304,-0.010431,Short-term
-0.024955,-0.000346,0.003,-0.023112,-0.007251,0.014096,0.018966,0.017335,-0.030566,Short-term
-0.029452,-0.016831,0.018954,-0.005069,0.010485,-0.013206,0.016014,0.005405,-0.035763,Short-term
-0.027601,-0.020079,-0.005772,0.026666,0.001234,0.004388,0.030447,0.000805,-0.025028,Short-term
-0.032715,-0.060382,-0.003292,0.01965,-0.013527,0.008437,0.027598,-0.003716,-0.025439,Short-term
-0.036438,0.009838,0.002723,-0.031708,0.003686,-0.004734,0.045573,0.0178,0.058179,Short-term
-0.026687,-0.008143,-0.027097,0.008745,-0.022996,-0.016358,0.025939,0.009334,0.000969,Short-term
