Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,ClassValues
-0.007687,0.034376,0.015447,0.019414,-0.015262,0.019206,0
-0.017033,0.053692,0.009705,0.016897,-0.030196,0.046467,1
0.003576,0.016321,-0.00019,0.010511,-0.008378,0.027814,0
-0.00577,0.035636,-0.005931,0.007994,-0.023312,0.055076,1
0.024184,-0.021051,-0.010085,0.004125,0.013441,0.009162,0
0.014838,-0.001735,-0.015826,0.001608,-0.001493,0.036423,1
0.005492,0.01758,-0.021567,-0.000909,-0.016427,0.063684,1
0.006565,0.026362,0.017222,0.016092,0.026361,-0.017799,0
-0.00278,0.045678,0.011481,0.013576,0.011427,0.009462,0
-0.012126,0.064993,0.005739,0.011059,-0.003507,0.036724,1
0.017828,0.008306,0.001586,0.007189,0.033245,-0.00919,0
0.008482,0.027622,-0.004156,0.004672,0.018311,0.018071,1
-0.000864,0.046937,-0.009897,0.002156,0.003377,0.045332,1
0.02909,-0.00975,-0.014051,-0.001714,0.04013,-0.000581,0
0.019744,0.009566,-0.019792,-0.004231,0.025196,0.02668,1
0.010399,0.028882,-0.025533,-0.006748,0.010262,0.053941,1
-0.022234,-0.003696,0.022996,0.025932,-0.020598,0.001001,0
-0.031579,0.015619,0.017254,0.023415,-0.035532,0.028263,0
-0.040925,0.034935,0.011513,0.020898,-0.050466,0.055524,0
-0.010971,-0.021752,0.007359,0.017029,-0.013714,0.00961,0
-0.029663,0.016879,-0.004123,0.011995,-0.043581,0.064133,0
-0.009055,-0.020492,-0.014019,0.005609,-0.021763,0.04548,0
-0.0184,-0.001177,-0.01976,0.003092,-0.036697,0.072741,0
-0.026673,0.026921,0.013288,0.017576,-0.008843,0.018519,0
-0.036019,0.046236,0.007547,0.01506,-0.023777,0.04578,1
-0.006065,-0.010451,0.003393,0.01119,0.012975,-0.000133,0
-0.015411,0.008865,-0.002348,0.008673,-0.001959,0.027128,1
-0.024756,0.02818,-0.008089,0.006156,-0.016893,0.054389,1
0.005198,-0.028507,-0.012243,0.002287,0.01986,0.008475,0
-0.004148,-0.009191,-0.017985,-0.00023,0.004926,0.035737,1
-0.012421,0.018906,0.015064,0.014254,0.032779,-0.018486,0
-0.021766,0.038222,0.009322,0.011738,0.017845,0.008776,0
-0.031112,0.057537,0.003581,0.009221,0.002911,0.036037,1
-0.001158,0.00085,-0.000573,0.005351,0.039664,-0.009877,0
-0.010504,0.020166,-0.006314,0.002834,0.02473,0.017384,1
-0.01985,0.039482,-0.012055,0.000318,0.009796,0.044646,1
0.010104,-0.017205,-0.016209,-0.003552,0.046549,-0.001268,0
0.000758,0.00211,-0.021951,-0.006069,0.031615,0.025993,1
-0.008587,0.021426,-0.027692,-0.008586,0.016681,0.053254,1
-0.04122,-0.011152,0.020837,0.024094,-0.014179,0.000315,0
-0.050566,0.008163,0.015096,0.021577,-0.029113,0.027576,0
-0.029957,-0.029208,0.005201,0.015191,-0.007295,0.008924,0
-0.039303,-0.009892,-0.000541,0.012674,-0.022229,0.036185,0
-0.048649,0.009423,-0.006282,0.010157,-0.037163,0.063446,0
-0.018695,-0.047264,-0.010436,0.006287,-0.00041,0.017532,0
-0.028041,-0.027948,-0.016177,0.003771,-0.015344,0.044793,0
-0.037386,-0.008633,-0.021918,0.001254,-0.030278,0.072055,0
-0.036313,0.000149,0.016871,0.018255,0.012509,-0.009429,0
-0.045659,0.019465,0.01113,0.015738,-0.002425,0.017833,0
-0.055005,0.03878,0.005389,0.013222,-0.017359,0.045094,1
-0.025051,-0.017907,0.001235,0.009352,0.019394,-0.00082,0
-0.034397,0.001409,-0.004507,0.006835,0.00446,0.026441,1
-0.043742,0.020725,-0.010248,0.004318,-0.010474,0.053702,1
-0.013789,-0.035963,-0.014402,0.000449,0.026279,0.007789,0
-0.023134,-0.016647,-0.020143,-0.002068,0.011345,0.03505,1
-0.03248,0.002669,-0.025884,-0.004585,-0.003589,0.062311,1
-0.031407,0.01145,0.012905,0.012416,0.039198,-0.019172,0
-0.040752,0.030766,0.007164,0.0099,0.024264,0.008089,0
-0.050098,0.050082,0.001423,0.007383,0.00933,0.03535,1
-0.02949,0.01271,-0.008473,0.000996,0.031149,0.016698,1
-0.038836,0.032026,-0.014214,-0.00152,0.016215,0.043959,1
-0.008882,-0.024661,-0.018368,-0.00539,0.052967,-0.001955,0
0.015054,0.012407,0.013598,0.026369,-0.039792,-0.013652,0
0.005708,0.031723,0.007857,0.023853,-0.054726,0.01361,0
-0.003638,0.051039,0.002115,0.021336,-0.06966,0.040871,0
0.026316,-0.005648,-0.002039,0.017466,-0.032907,-0.005043,0
0.01697,0.013667,-0.00778,0.014949,-0.047841,0.022218,0
0.007625,0.032983,-0.013521,0.012433,-0.062775,0.04948,0
0.037578,-0.023704,-0.017675,0.008563,-0.026022,0.003566,0
0.028233,-0.004389,-0.023416,0.006046,-0.040956,0.030827,0
0.01996,0.023709,0.009632,0.020531,-0.013103,-0.023395,0
0.001269,0.06234,-0.001851,0.015497,-0.042971,0.031127,1
0.031223,0.005653,-0.006005,0.011627,-0.006218,-0.014786,0
0.021877,0.024968,-0.011746,0.009111,-0.021152,0.012475,0
0.012531,0.044284,-0.017487,0.006594,-0.036086,0.039736,1
0.042485,-0.012403,-0.021641,0.002724,0.000666,-0.006178,0
0.033139,0.006913,-0.027382,0.000207,-0.014268,0.021084,1
0.023794,0.026228,-0.033124,-0.002309,-0.029202,0.048345,1
0.036129,0.016954,-0.009971,0.005789,0.02047,-0.02453,0
0.026783,0.03627,-0.015712,0.003272,0.005537,0.002732,0
0.017438,0.055585,-0.021453,0.000755,-0.009397,0.029993,1
0.047391,-0.001102,-0.025607,-0.003115,0.027355,-0.015921,0
0.038046,0.018214,-0.031348,-0.005631,0.012421,0.01134,1
0.0287,0.03753,-0.03709,-0.008148,-0.002513,0.038601,1
-0.003932,0.004952,0.011439,0.024531,-0.033373,-0.014338,0
-0.013278,0.024267,0.005698,0.022015,-0.048307,0.012923,0
-0.022624,0.043583,-0.000043,0.019498,-0.063241,0.040184,0
0.00733,-0.013104,-0.004197,0.015628,-0.026488,-0.005729,0
-0.002016,0.006211,-0.009938,0.013111,-0.041422,0.021532,0
-0.011361,0.025527,-0.01568,0.010595,-0.056356,0.048793,0
0.018592,-0.03116,-0.019833,0.006725,-0.019604,0.002879,0
0.009247,-0.011844,-0.025575,0.004208,-0.034538,0.030141,0
-0.000099,0.007471,-0.031316,0.001691,-0.049472,0.057402,0
0.000974,0.016253,0.007473,0.018693,-0.006684,-0.024082,0
-0.008372,0.035568,0.001732,0.016176,-0.021618,0.00318,0
-0.017717,0.054884,-0.004009,0.013659,-0.036552,0.030441,1
0.012236,-0.001803,-0.008163,0.009789,0.0002,-0.015473,0
0.002891,0.017513,-0.013904,0.007273,-0.014733,0.011788,0
-0.006455,0.036828,-0.019646,0.004756,-0.029667,0.03905,1
0.023499,-0.019859,-0.023799,0.000886,0.007085,-0.006864,0
0.014153,-0.000543,-0.029541,-0.001631,-0.007849,0.020397,1
0.004808,0.018772,-0.035282,-0.004147,-0.022783,0.047658,1
-0.003465,0.04687,-0.002234,0.010337,0.005071,-0.006564,0
-0.012811,0.066185,-0.007975,0.00782,-0.009863,0.020697,1
0.017143,0.009498,-0.012129,0.003951,0.026889,-0.025216,0
-0.001548,0.04813,-0.023612,-0.001083,-0.002979,0.029306,1
0.028405,-0.008558,-0.027765,-0.004952,0.033774,-0.016608,0
0.01906,0.010758,-0.033507,-0.007469,0.01884,0.010654,1
0.009714,0.030074,-0.039248,-0.009986,0.003906,0.037915,1
-0.022919,-0.002504,0.009281,0.022693,-0.026954,-0.015025,0
-0.032264,0.016811,0.00354,0.020177,-0.041888,0.012236,0
-0.04161,0.036127,-0.002201,0.01766,-0.056822,0.039498,0
-0.011656,-0.02056,-0.006355,0.01379,-0.02007,-0.006416,0
-0.021002,-0.001244,-0.012097,0.011273,-0.035003,0.020845,0
-0.030347,0.018071,-0.017838,0.008757,-0.049937,0.048106,0
-0.000394,-0.038616,-0.021992,0.004887,-0.013185,0.002193,0
-0.019085,0.000015,-0.033474,-0.000147,-0.043053,0.056715,0
-0.018012,0.008797,0.005315,0.016855,-0.000265,-0.024768,0
-0.027358,0.028113,-0.000426,0.014338,-0.015199,0.002493,0
-0.036703,0.047428,-0.006167,0.011821,-0.030133,0.029754,1
-0.00675,-0.009259,-0.010321,0.007951,0.006619,-0.016159,0
0.004513,-0.027315,-0.025958,-0.000952,0.013504,-0.007551,0
-0.004833,-0.007999,-0.031699,-0.003469,-0.00143,0.01971,1
-0.014179,0.011317,-0.03744,-0.005985,-0.016364,0.046972,1
-0.013105,0.020098,0.001349,0.011016,0.026423,-0.034512,0
-0.031797,0.05873,-0.010134,0.005982,-0.003444,0.020011,1
-0.001843,0.002042,-0.014287,0.002113,0.033308,-0.025903,0
-0.020534,0.040674,-0.02577,-0.002921,0.00344,0.02862,1
0.000074,0.003302,-0.035665,-0.009307,0.025259,0.009967,1
-0.009272,0.022618,-0.041406,-0.011824,0.010325,0.037228,1
-0.041905,-0.00996,0.007123,0.020855,-0.020535,-0.015711,0
-0.060596,0.028671,-0.00436,0.015822,-0.050403,0.038811,0
-0.030642,-0.028016,-0.008514,0.011952,-0.013651,-0.007103,0
-0.049334,0.010615,-0.019996,0.006919,-0.043519,0.04742,0
-0.01938,-0.046072,-0.02415,0.003049,-0.006766,0.001506,0
-0.038071,-0.00744,-0.035633,-0.001985,-0.036634,0.056029,0
-0.036998,0.001341,0.003157,0.015017,0.006153,-0.025455,0
-0.055689,0.039972,-0.008326,0.009983,-0.023714,0.029068,1
-0.035081,0.002601,-0.018221,0.003597,-0.001896,0.010415,1
-0.044427,0.021917,-0.023962,0.00108,-0.01683,0.037676,1
-0.014473,-0.034771,-0.028116,-0.00279,0.019923,-0.008237,0
-0.023819,-0.015455,-0.033858,-0.005307,0.004989,0.019024,1
-0.033165,0.003861,-0.039599,-0.007823,-0.009945,0.046285,1
-0.032092,0.012642,-0.000809,0.009178,0.032842,-0.035198,0
-0.041437,0.031958,-0.006551,0.006661,0.017908,-0.007937,0
-0.050783,0.051274,-0.012292,0.004144,0.002974,0.019324,1
-0.020829,-0.005413,-0.016446,0.000275,0.039727,-0.026589,0
-0.03952,0.033218,-0.027928,-0.004759,0.009859,0.027933,1
-0.009567,-0.023469,-0.032082,-0.008628,0.046611,-0.017981,0
-0.018912,-0.004154,-0.037824,-0.011145,0.031677,0.00928,1
-0.028258,0.015162,-0.043565,-0.013662,0.016744,0.036542,1
0.005023,0.032915,-0.005858,0.020614,-0.061082,-0.002416,0
-0.004322,0.052231,-0.011599,0.018097,-0.076015,0.024845,0
0.025631,-0.004456,-0.015753,0.014228,-0.039263,-0.021069,0
0.016286,0.014859,-0.021494,0.011711,-0.054197,0.006192,0
0.00694,0.034175,-0.027236,0.009194,-0.069131,0.033453,0
0.036894,-0.022512,-0.03139,0.005324,-0.032378,-0.01246,0
0.027548,-0.003197,-0.037131,0.002808,-0.047312,0.014801,0
0.018202,0.016119,-0.042872,0.000291,-0.062246,0.042062,0
0.019275,0.024901,-0.004083,0.017292,-0.019459,-0.039421,0
0.00993,0.044216,-0.009824,0.014775,-0.034393,-0.01216,0
0.000584,0.063532,-0.015565,0.012259,-0.049327,0.015101,1
0.030538,0.006845,-0.019719,0.008389,-0.012574,-0.030812,0
0.021192,0.026161,-0.02546,0.005872,-0.027508,-0.003551,0
0.011846,0.045476,-0.031202,0.003355,-0.042442,0.02371,1
0.0418,-0.011211,-0.035356,-0.000514,-0.00569,-0.022204,0
0.023109,0.02742,-0.046838,-0.005548,-0.035557,0.032319,1
0.024182,0.036202,-0.008049,0.011454,0.00723,-0.049165,0
0.014836,0.055518,-0.01379,0.008937,-0.007704,-0.021903,0
0.005491,0.074833,-0.019531,0.00642,-0.022638,0.005358,0
0.035444,0.018146,-0.023685,0.00255,0.014115,-0.040556,0
0.026099,0.037462,-0.029426,0.000034,-0.000819,-0.013295,0
0.016753,0.056777,-0.035168,-0.002483,-0.015753,0.013967,1
0.046707,0.00009,-0.039322,-0.006353,0.020999,-0.031947,0
0.037361,0.019406,-0.045063,-0.00887,0.006065,-0.004686,1
0.028015,0.038722,-0.050804,-0.011386,-0.008869,0.022575,1
-0.004617,0.006144,-0.002275,0.021293,-0.039729,-0.030364,0
-0.012046,0.026719,-0.029394,0.007356,-0.062712,0.032767,0
0.017908,-0.029968,-0.033548,0.003487,-0.02596,-0.013147,0
-0.000784,0.008663,-0.045031,-0.001547,-0.055827,0.041376,0
0.000289,0.017445,-0.006241,0.015454,-0.01304,-0.040108,0
-0.009056,0.03676,-0.011982,0.012937,-0.027974,-0.012846,0
-0.018402,0.056076,-0.017724,0.010421,-0.042908,0.014415,1
0.011552,-0.000611,-0.021878,0.006551,-0.006155,-0.031499,0
0.002206,0.018705,-0.027619,0.004034,-0.021089,-0.004238,0
-0.00714,0.03802,-0.03336,0.001517,-0.036023,0.023023,1
0.004123,0.019965,-0.048997,-0.007386,-0.029139,0.031632,1
0.005196,0.028746,-0.010207,0.009616,0.013649,-0.049851,0
-0.00415,0.048062,-0.015948,0.007099,-0.001285,-0.02259,0
0.016458,0.01069,-0.025844,0.000712,0.020533,-0.041242,0
0.007113,0.030006,-0.031585,-0.001804,0.005599,-0.013981,1
-0.002233,0.049322,-0.037326,-0.004321,-0.009335,0.01328,1
0.018375,0.01195,-0.047221,-0.010708,0.012484,-0.005372,1
0.009029,0.031266,-0.052963,-0.013224,-0.00245,0.021889,1
-0.023603,-0.001312,-0.004433,0.019455,-0.03331,-0.031051,0
-0.032949,0.018003,-0.010175,0.016938,-0.048244,-0.00379,0
-0.042295,0.037319,-0.015916,0.014421,-0.063178,0.023472,0
-0.012341,-0.019368,-0.02007,0.010552,-0.026425,-0.022442,0
-0.021687,-0.000052,-0.025811,0.008035,-0.041359,0.004819,0
-0.031032,0.019263,-0.031552,0.005518,-0.056293,0.03208,0
-0.010424,-0.018108,-0.041448,-0.000868,-0.034475,0.013428,0
-0.01977,0.001207,-0.047189,-0.003385,-0.049409,0.040689,0
-0.018697,0.009989,-0.008399,0.013616,-0.006621,-0.040794,0
-0.028042,0.029305,-0.014141,0.0111,-0.021555,-0.013533,0
-0.037388,0.04862,-0.019882,0.008583,-0.036489,0.013728,1
-0.007434,-0.008067,-0.024036,0.004713,0.000263,-0.032186,0
-0.026126,0.030565,-0.035518,-0.00032,-0.029605,0.022337,1
-0.005518,-0.006807,-0.045414,-0.006707,-0.007786,0.003684,1
-0.014863,0.012509,-0.051155,-0.009224,-0.02272,0.030946,1
-0.01379,0.02129,-0.012365,0.007778,0.020067,-0.050538,0
-0.032482,0.059922,-0.023848,0.002744,-0.0098,0.003985,1
-0.002528,0.003234,-0.028002,-0.001126,0.026952,-0.041929,0
-0.021219,0.041866,-0.039485,-0.006159,-0.002916,0.012593,1
0.008735,-0.014821,-0.043638,-0.010029,0.033837,-0.03332,0
-0.000611,0.004494,-0.04938,-0.012546,0.018903,-0.006059,1
-0.009957,0.02381,-0.055121,-0.015062,0.003969,0.021202,1
-0.031327,-0.026824,-0.022228,0.008714,-0.020007,-0.023129,0
-0.040673,-0.007508,-0.02797,0.006197,-0.034941,0.004133,0
-0.050018,0.011807,-0.033711,0.00368,-0.049875,0.031394,0
-0.020065,-0.04488,-0.037865,-0.000189,-0.013122,-0.01452,0
-0.02941,-0.025564,-0.043606,-0.002706,-0.028056,0.012741,0
-0.038756,-0.006248,-0.049347,-0.005223,-0.04299,0.040002,0
-0.037683,0.002533,-0.010558,0.011778,-0.000202,-0.041481,0
-0.047028,0.021849,-0.016299,0.009262,-0.015136,-0.01422,0
-0.056374,0.041165,-0.02204,0.006745,-0.03007,0.013042,1
-0.02642,-0.015523,-0.026194,0.002875,0.006682,-0.032872,0
-0.035766,0.003793,-0.031936,0.000358,-0.008252,-0.005611,1
-0.045112,0.023109,-0.037677,-0.002158,-0.023186,0.02165,1
-0.024504,-0.014263,-0.047572,-0.008545,-0.001367,0.002998,1
-0.033849,0.005053,-0.053313,-0.011062,-0.016301,0.030259,1
-0.032776,0.013834,-0.014524,0.00594,0.026486,-0.051224,0
-0.042122,0.03315,-0.020265,0.003423,0.011552,-0.023963,0
-0.051468,0.052466,-0.026006,0.000906,-0.003382,0.003298,1
-0.021514,-0.004221,-0.03016,-0.002964,0.033371,-0.042616,0
-0.03086,0.015094,-0.035902,-0.00548,0.018437,-0.015354,1
-0.040205,0.03441,-0.041643,-0.007997,0.003503,0.011907,1
-0.010251,-0.022277,-0.045797,-0.011867,0.040256,-0.034007,0
-0.028943,0.016354,-0.057279,-0.0169,0.010388,0.020516,1
0.018007,0.006248,0.050561,0.013955,-0.027862,0.011384,0
0.008661,0.025564,0.04482,0.011439,-0.042796,0.038645,0
-0.000684,0.044879,0.039079,0.008922,-0.05773,0.065906,0
0.029269,-0.011808,0.034925,0.005052,-0.020978,0.019993,0
0.019924,0.007508,0.029184,0.002535,-0.035912,0.047254,0
0.040532,-0.029864,0.019288,-0.003851,-0.014093,0.028601,0
0.031186,-0.010548,0.013547,-0.006368,-0.029027,0.055863,0
0.022914,0.017549,0.046595,0.008117,-0.001174,0.00164,0
0.013568,0.036865,0.040854,0.0056,-0.016108,0.028902,0
0.004222,0.05618,0.035113,0.003083,-0.031042,0.056163,1
0.034176,-0.000507,0.030959,-0.000787,0.005711,0.010249,0
0.02483,0.018809,0.025218,-0.003303,-0.009223,0.03751,0
0.015485,0.038125,0.019476,-0.00582,-0.024157,0.064772,1
0.045438,-0.018563,0.015322,-0.00969,0.012596,0.018858,0
0.036093,0.000753,0.009581,-0.012207,-0.002338,0.046119,1
0.026747,0.020069,0.00384,-0.014723,-0.017272,0.07338,1
0.02782,0.02885,0.042629,0.002278,0.025515,-0.008103,0
0.039083,0.010795,0.026993,-0.006625,0.0324,0.000506,0
0.029737,0.03011,0.021252,-0.009142,0.017466,0.027767,0
0.020391,0.049426,0.01551,-0.011659,0.002532,0.055028,1
0.050345,-0.007261,0.011356,-0.015528,0.039284,0.009114,0
0.040999,0.012054,0.005615,-0.018045,0.02435,0.036376,1
0.031654,0.03137,-0.000126,-0.020562,0.009416,0.063637,1
-0.000979,-0.001208,0.048403,0.012117,-0.021444,0.010697,0
-0.010325,0.018108,0.042662,0.009601,-0.036378,0.037958,0
-0.01967,0.037423,0.03692,0.007084,-0.051312,0.06522,0
0.010283,-0.019264,0.032766,0.003214,-0.014559,0.019306,0
0.000938,0.000052,0.027025,0.000697,-0.029493,0.046567,0
-0.008408,0.019368,0.021284,-0.001819,-0.044427,0.073828,0
0.021546,-0.03732,0.01713,-0.005689,-0.007674,0.027915,0
0.0122,-0.018004,0.011389,-0.008206,-0.022608,0.055176,0
0.003928,0.010093,0.044437,0.006279,0.005245,0.000954,0
-0.005418,0.029409,0.038696,0.003762,-0.009689,0.028215,0
-0.014764,0.048725,0.032954,0.001245,-0.024623,0.055476,1
0.01519,-0.007963,0.0288,-0.002624,0.01213,0.009563,0
0.026452,-0.026018,0.013164,-0.011528,0.019014,0.018171,0
0.017107,-0.006703,0.007423,-0.014045,0.00408,0.045432,1
0.008834,0.021395,0.040471,0.00044,0.031934,-0.00879,0
-0.000512,0.04071,0.03473,-0.002077,0.017,0.018472,0
-0.009857,0.060026,0.028988,-0.004594,0.002066,0.045733,1
0.010751,0.022654,0.019093,-0.01098,0.023885,0.02708,1
0.012668,0.023914,-0.002285,-0.0224,0.015835,0.06295,1
-0.019965,-0.008664,0.046244,0.010279,-0.015025,0.010011,0
-0.029311,0.010652,0.040503,0.007763,-0.029959,0.037272,0
-0.038656,0.029968,0.034762,0.005246,-0.044893,0.064533,0
-0.008703,-0.02672,0.030608,0.001376,-0.00814,0.018619,0
-0.018048,-0.007404,0.024867,-0.001141,-0.023074,0.045881,0
-0.027394,0.011912,0.019125,-0.003657,-0.038008,0.073142,0
0.00256,-0.044775,0.014972,-0.007527,-0.001256,0.027228,0
-0.015059,0.002637,0.042278,0.004441,0.011664,0.000267,0
-0.024404,0.021953,0.036537,0.001924,-0.00327,0.027528,0
-0.03375,0.041269,0.030796,-0.000593,-0.018204,0.05479,1
-0.003796,-0.015418,0.026642,-0.004462,0.018549,0.008876,0
-0.022487,0.023213,0.015159,-0.009496,-0.011319,0.063398,1
0.007466,-0.033474,0.011006,-0.013366,0.025433,0.017485,0
-0.001879,-0.014158,0.005264,-0.015882,0.010499,0.044746,1
-0.011225,0.005157,-0.000477,-0.018399,-0.004435,0.072007,1
-0.019498,0.033254,0.032571,-0.003915,0.023419,0.017785,0
-0.028843,0.05257,0.02683,-0.006431,0.008485,0.045046,1
0.00111,-0.004117,0.022676,-0.010301,0.045237,-0.000867,0
0.003027,-0.002857,0.001298,-0.021721,0.037188,0.035002,1
-0.006318,0.016458,-0.004443,-0.024238,0.022254,0.062264,1
-0.038951,-0.01612,0.044086,0.008441,-0.008606,0.009324,0
-0.048297,0.003196,0.038345,0.005925,-0.02354,0.036585,0
-0.057642,0.022512,0.032603,0.003408,-0.038474,0.063846,0
-0.027689,-0.034175,0.02845,-0.000462,-0.001721,0.017933,0
-0.04638,0.004456,0.016967,-0.005495,-0.031589,0.072455,0
-0.016426,-0.052231,0.012813,-0.009365,0.005163,0.026542,0
-0.025772,-0.032916,0.007072,-0.011882,-0.009771,0.053803,0
-0.035118,-0.0136,0.001331,-0.014399,-0.024705,0.081064,0
-0.034045,-0.004818,0.04012,0.002603,0.018083,-0.000419,0
-0.052736,0.033813,0.028637,-0.002431,-0.011785,0.054103,1
-0.022782,-0.022874,0.024484,-0.0063,0.024967,0.008189,0
-0.041473,0.015757,0.013001,-0.011334,-0.004901,0.062712,1
-0.01152,-0.04093,0.008847,-0.015204,0.031852,0.016798,0
-0.020865,-0.021614,0.003106,-0.01772,0.016918,0.044059,1
-0.030211,-0.002299,-0.002635,-0.020237,0.001984,0.071321,1
-0.029138,0.006483,0.036154,-0.003236,0.044771,-0.010163,0
-0.038484,0.025799,0.030413,-0.005753,0.029838,0.017098,0
-0.047829,0.045114,0.024671,-0.008269,0.014904,0.04436,1
-0.017876,-0.011573,0.020518,-0.012139,0.051656,-0.001554,0
-0.027221,0.007743,0.014776,-0.014656,0.036722,0.025707,1
-0.036567,0.027058,0.009035,-0.017173,0.021788,0.052968,1
-0.006613,-0.029629,0.004881,-0.021042,0.058541,0.007055,0
-0.025305,0.009003,-0.006601,-0.026076,0.028673,0.061577,1
0.017322,0.00744,0.036847,0.010717,-0.034218,-0.004642,0
-0.001369,0.046071,0.025364,0.005683,-0.064086,0.04988,0
0.028585,-0.010616,0.02121,0.001814,-0.027334,0.003966,0
0.009893,0.028015,0.009728,-0.00322,-0.057202,0.058489,0
0.039847,-0.028672,0.005574,-0.007089,-0.020449,0.012575,0
0.030501,-0.009356,-0.000167,-0.009606,-0.035383,0.039836,0
0.021156,0.00996,-0.005909,-0.012123,-0.050317,0.067098,0
0.012883,0.038057,0.027139,0.002362,-0.022464,0.012876,0
0.033491,0.000685,0.017244,-0.004025,-0.000645,-0.005777,0
0.024146,0.020001,0.011503,-0.006542,-0.015579,0.021484,0
0.0148,0.039317,0.005762,-0.009059,-0.030513,0.048745,1
0.044754,-0.01737,0.001608,-0.012928,0.00624,0.002832,0
0.026062,0.021261,-0.009875,-0.017962,-0.023628,0.057354,1
0.027135,0.030042,0.028915,-0.00096,0.019159,-0.024129,0
0.008444,0.068674,0.017432,-0.005994,-0.010709,0.030393,0
0.038398,0.011987,0.013278,-0.009864,0.026044,-0.01552,0
0.029052,0.031302,0.007537,-0.01238,0.01111,0.011741,0
0.019706,0.050618,0.001796,-0.014897,-0.003824,0.039002,1
0.04966,-0.006069,-0.002358,-0.018767,0.032928,-0.006912,0
0.040315,0.013246,-0.008099,-0.021284,0.017994,0.02035,1
-0.001664,-0.000016,0.034688,0.008879,-0.0278,-0.005329,0
-0.011009,0.0193,0.028947,0.006362,-0.042733,0.021932,0
0.009599,-0.018072,0.019052,-0.000024,-0.020915,0.00328,0
0.000253,0.001244,0.013311,-0.002541,-0.035849,0.030541,0
-0.009093,0.02056,0.007569,-0.005058,-0.050783,0.057802,0
0.020861,-0.036128,0.003415,-0.008927,-0.01403,0.011889,0
0.011515,-0.016812,-0.002326,-0.011444,-0.028964,0.03915,0
0.00217,0.002504,-0.008067,-0.013961,-0.043898,0.066411,0
0.003243,0.011285,0.030722,0.00304,-0.001111,-0.015072,0
-0.015449,0.049917,0.01924,-0.001993,-0.030979,0.03945,1
0.014505,-0.00677,0.015086,-0.005863,0.005774,-0.006464,0
0.00516,0.012545,0.009345,-0.00838,-0.00916,0.020798,0
0.025768,-0.024826,-0.000551,-0.014766,0.012658,0.002145,0
0.016422,-0.005511,-0.006292,-0.017283,-0.002275,0.029406,1
0.008149,0.022587,0.026756,-0.002798,0.025578,-0.024816,0
-0.001196,0.041902,0.021015,-0.005315,0.010644,0.002445,0
-0.010542,0.061218,0.015274,-0.007832,-0.00429,0.029707,1
0.019412,0.004531,0.01112,-0.011702,0.032463,-0.016207,0
0.010066,0.023846,0.005379,-0.014218,0.017529,0.011054,1
0.00072,0.043162,-0.000363,-0.016735,0.002595,0.038315,1
0.030674,-0.013525,-0.004517,-0.020605,0.039347,-0.007598,0
0.021328,0.005791,-0.010258,-0.023122,0.024413,0.019663,1
-0.02065,-0.007472,0.03253,0.007041,-0.021381,-0.006015,0
-0.029995,0.011844,0.026789,0.004524,-0.036315,0.021246,0
-0.039341,0.03116,0.021047,0.002007,-0.051249,0.048507,0
-0.009387,-0.025528,0.016893,-0.001862,-0.014496,0.002593,0
-0.018733,-0.006212,0.011152,-0.004379,-0.02943,0.029854,0
-0.028079,0.013104,0.005411,-0.006896,-0.044364,0.057116,0
0.001875,-0.043583,0.001257,-0.010765,-0.007612,0.011202,0
-0.007471,-0.024268,-0.004484,-0.013282,-0.022545,0.038463,0
-0.016816,-0.004952,-0.010226,-0.015799,-0.037479,0.065724,0
-0.015743,0.00383,0.028564,0.001202,0.005308,-0.015759,0
-0.025089,0.023145,0.022823,-0.001314,-0.009626,0.011502,0
-0.034435,0.042461,0.017081,-0.003831,-0.02456,0.038764,1
-0.004481,-0.014226,0.012927,-0.007701,0.012193,-0.00715,0
-0.013827,0.005089,0.007186,-0.010218,-0.002741,0.020111,1
0.006782,-0.032282,-0.002709,-0.016604,0.019077,0.001459,0
-0.002564,-0.012966,-0.00845,-0.019121,0.004143,0.02872,1
-0.01191,0.006349,-0.014192,-0.021638,-0.010791,0.055981,1
-0.010837,0.015131,0.024598,-0.004636,0.031997,-0.025502,0
-0.020182,0.034446,0.018857,-0.007153,0.017063,0.001759,0
-0.029528,0.053762,0.013115,-0.00967,0.002129,0.02902,1
0.000426,-0.002925,0.008961,-0.01354,0.038881,-0.016894,0
-0.00892,0.016391,0.00322,-0.016056,0.023947,0.010368,1
0.002342,-0.001665,-0.012416,-0.02496,0.030832,0.018976,1
-0.007003,0.01765,-0.018158,-0.027476,0.015898,0.046238,1
-0.048982,0.004388,0.02463,0.002686,-0.029896,0.020559,0
-0.058327,0.023704,0.018889,0.00017,-0.04483,0.04782,0
-0.047065,0.005648,0.003252,-0.008734,-0.037945,0.056429,0
-0.017111,-0.051039,-0.000901,-0.012603,-0.001193,0.010515,0
-0.034729,-0.003626,0.026405,-0.000636,0.011727,-0.016445,0
-0.053421,0.035005,0.014923,-0.005669,-0.018141,0.038077,1
-0.042158,0.016949,-0.000714,-0.014572,-0.011256,0.046686,1
-0.012205,-0.039738,-0.004867,-0.018442,0.025496,0.000772,0
-0.030896,-0.001107,-0.01635,-0.023476,-0.004372,0.055294,1
-0.039168,0.026991,0.016698,-0.008991,0.023482,0.001072,0
-0.048514,0.046306,0.010957,-0.011508,0.008548,0.028333,1
